Autism spectrum disorders,dmedicine,8
Autism spectrum disorders,d-lifescience,3
Developing brain,dsocial science,1
Global geometry,dengineering,1
Decision fusion,dengineering,1
Part C: Seminars in Medical Genetics",,1
involuntary attention,dsocial science,1
Idiopathic trigeminal neuralgia,dengineering,1
Association model,dengineering,1
Semantic match,dengineering,1
Dextral,dsocial science,1
Instrumental mirror use,dengineering,1
novelty-seeking,dsocial science,1
Insomnia,dsocial science,3
Insomnia,dengineering,2
Insomnia,dmedicine,8
Insomnia,d-lifescience,1
Robot navigation,dsocial science,1
Robot navigation,dengineering,2
Chronic Obstructive Pulmonary Disease,dengineering,1
Attentional visual fields,dmedicine,1
Resident Assessment Instrument Minimum Data Set (RAI-MDS),dmedicine,1
Parietal,dsocial science,6
Parietal,dengineering,8
Parietal,dmedicine,11
Parietal,d-lifescience,2
Benign childhood epilepsy with centrotemporal spikes,dsocial science,1
Benign childhood epilepsy with centrotemporal spikes,dengineering,1
Benign childhood epilepsy with centrotemporal spikes,d-lifescience,1
Trancutaneous electrical nerve stimulation (TENS),dmedicine,1
Subcortical processes,dsocial science,1
Colavita effect,dmedicine,1
Reconstructive and Aesthetic Surgery",,1
Probability,dengineering,2
Structural equation modeling (SEM),dengineering,1
Multiple micronutrients,dengineering,2
Direct reach,dsocial science,1
Reading the eyes task,dsocial science,1
Night shift work,dsocial science,1
Pittsburgh compound B,d-lifescience,1
Illusions,dsocial science,1
Illusions,dengineering,1
Illusions,dmedicine,1
Mo.)",,1
Cross-modal masking,d-lifescience,1
Sympathetic storm,dsocial science,1
Religious Orders Study,dengineering,1
brain injury rehabilitation,dmedicine,1
Slow wave,dengineering,1
Neurorobots,dengineering,1
Myotonic dystrophy type 1,dengineering,1
Myotonic dystrophy type 1,dmedicine,1
Myotonic dystrophy type 1,d-lifescience,1
Postmenopausal hormone treatment,d-lifescience,1
Hypoxia,dsocial science,2
Hypoxia,dengineering,4
Hypoxia,dmedicine,6
Hypoxia,d-lifescience,3
Very low birth weight,dengineering,1
Very low birth weight,dmedicine,2
Intermittent presentation,dengineering,1
TVA,dsocial science,1
TVA,dengineering,2
TVA,dmedicine,4
TVA,d-lifescience,1
True belief,dmedicine,1
Evoked synchronization/desynchronization,dengineering,1
Evoked synchronization/desynchronization,dmedicine,1
Scene context,dsocial science,1
Scene context,d-lifescience,1
Asperger,dengineering,1
Asperger,d-lifescience,1
Prolongation,dmedicine,1
Amyloid,dsocial science,1
Amyloid,dengineering,1
Amyloid,dmedicine,1
Amyloid,d-lifescience,1
PAD model,dsocial science,1
PAD model,dmedicine,1
Hypohydration,dengineering,1
Comparative neuroanatomy,dsocial science,1
CP-115,dsocial science,1
Care facility,dsocial science,1
Non-verbal learning disorder,dmedicine,1
Phonological skills,dengineering,1
Phonological skills,dmedicine,1
Behavioural and psychological symptoms of dementia,dmedicine,1
Categories and Subject Descriptors (according to ACM CCS),dengineering,1
Neuropsychophysiology,dmedicine,1
Face inversion effect,dengineering,1
Face inversion effect,dmedicine,3
Clomipramine,dsocial science,1
Pain neurophysiology,dmedicine,1
Transitive inference,dsocial science,1
Transitive inference,dengineering,2
Transitive inference,dmedicine,4
Transitive inference,d-lifescience,1
Relational matching,dengineering,1
Relational matching,d-lifescience,1
pathology,d-lifescience,1
Amnestic mild cognitive impairment,dsocial science,3
Amnestic mild cognitive impairment,dengineering,3
Amnestic mild cognitive impairment,dmedicine,3
Horses,dsocial science,2
Abstraction,dmedicine,3
Perceptual functions,dsocial science,1
working memory,dsocial science,10
working memory,dengineering,22
working memory,dmedicine,19
working memory,d-lifescience,4
Neuropsychoanalysis,dengineering,2
Neuropsychoanalysis,dmedicine,1
Roux-en-Y gastric bypass,d-lifescience,1
Video interpretation,dmedicine,1
Brain,dsocial science,18
Brain,dengineering,19
Brain,dmedicine,19
Brain,d-lifescience,5
Brain,,1
Competition condition,d-lifescience,1
TACS,dengineering,1
Compound-cue,dsocial science,1
DRdsocial science,dengineering,1
Perineuronal net,dmedicine,1
Learning instructions,dengineering,1
test validity,d-lifescience,1
Estrogen therapy,dmedicine,1
Temozolamid,dsocial science,1
Clothing,dmedicine,1
Neurological soft signs,dengineering,1
Neurological soft signs,dmedicine,1
Korean word,dsocial science,1
Artifacts,dengineering,2
Artifacts,dmedicine,3
Perceptual adaptation,dengineering,1
Malformation of cortical development,dmedicine,1
principal components analysis,dsocial science,1
principal components analysis,dmedicine,1
Computerized rehabilitation,dmedicine,1
Specific developmental language disorder,dmedicine,1
Visual processing,dsocial science,7
Visual processing,dengineering,11
Visual processing,dmedicine,9
Visual processing,d-lifescience,1
Demyelination,dsocial science,2
Demyelination,d-lifescience,1
biological markers,dengineering,1
Modularity,dsocial science,2
Modularity,dengineering,3
Modularity,dmedicine,3
Modularity,d-lifescience,3
Intentional communication,dsocial science,1
Intentional communication,dmedicine,1
Television,dmedicine,2
Word subclasses,dengineering,1
Gap effect,dengineering,1
Driving errors,dmedicine,2
neurocognitive development,dengineering,1
Circadian,dsocial science,1
Circadian,dengineering,1
Circadian,dmedicine,3
avatar,dmedicine,1
Clinico-anatomical correlation,dsocial science,1
Visual signature,dengineering,1
Herpes encephalitis,dsocial science,1
RSVP,dsocial science,2
RSVP,dengineering,3
RSVP,dmedicine,1
RSVP,d-lifescience,1
Food craving,dengineering,1
Food craving,dmedicine,1
Food craving,d-lifescience,1
Lysosomal disease,dmedicine,1
Graded Salience Hypothesis,dmedicine,1
Mental magnitude,dengineering,1
Approximate arithmetic,dmedicine,1
Grammatical gender,dengineering,1
Grammatical gender,dmedicine,1
Depths of processing,dengineering,1
Thyroid function tests,dmedicine,1
SCI,d-lifescience,1
SCA,dengineering,1
Cerebral Palsy (CP),dmedicine,1
Cerebral Palsy (CP),d-lifescience,1
Fixation depth,dmedicine,1
Looming cognitive style,dsocial science,1
Self-attentional biases,dsocial science,1
Go/NoGo task (SART),dengineering,1
Hemiparkinsonism,dengineering,1
Coincidences,dengineering,1
menopause,dengineering,1
Forecasting,dengineering,1
Forecasting,dmedicine,1
Driving Rehabilition,dengineering,1
ASDs,dengineering,1
Smooth pursuit eye movements,dengineering,1
Smooth pursuit eye movements,d-lifescience,2
asymptomatic carotid disease,dengineering,1
Inflammatory markers,dmedicine,1
Determiner competition,dmedicine,1
Substance abuse,dsocial science,2
Substance abuse,dengineering,5
Substance abuse,dmedicine,1
Substance abuse,d-lifescience,2
Environment,dsocial science,2
Environment,dengineering,1
Environment,dmedicine,1
Environment,d-lifescience,1
distance learning,dengineering,1
Episodic memory disorders,d-lifescience,1
evoked brain potentials,dmedicine,1
Undergraduate education,dsocial science,1
Progressive myoclonus epilepsy,dmedicine,2
Sperling experiment,dengineering,1
Bisphenol A-glycidyl methacrylate,d-lifescience,1
Motion-onset,dengineering,1
Enactive mind,dengineering,1
integrality,dsocial science,1
Interaction of executive function and emotion,d-lifescience,1
Cohesiveness and continuity,dengineering,1
Canonical correlation analysis,dmedicine,1
Visually-guided manual pointing,dengineering,1
Reading disability,dsocial science,2
Reading disability,dmedicine,1
Naltrexone,dsocial science,2
Naltrexone,dengineering,2
Naltrexone,dmedicine,1
Naltrexone,d-lifescience,1
Signal detection theory,dsocial science,3
Signal detection theory,dengineering,4
Signal detection theory,dmedicine,1
Signal detection theory,d-lifescience,1
Image culture,dmedicine,1
Nk1 receptor,dengineering,1
temporal difference error,dmedicine,1
Outcome measurement,dsocial science,1
Spatial-sequences,dsocial science,1
HT1001,dmedicine,1
Video stimuli,dmedicine,1
Fluoxetine,dsocial science,1
Fluoxetine,dengineering,1
arousal-valence plane,dengineering,1
Imageability,dsocial science,1
Imageability,dmedicine,1
picture,dmedicine,1
Standardized regression-based change score norms,dengineering,1
neuro-psychoanalysis,d-lifescience,1
Charles Bonnet,dsocial science,1
Charles Bonnet,dengineering,1
Charles Bonnet,dmedicine,1
Feature based,dmedicine,1
drug-naïve schizophrenia,dengineering,1
Information display,dmedicine,1
Quiet standing,dengineering,1
MNS,dengineering,1
antipsychotics,dengineering,1
tamoxifen,dmedicine,1
modafinil,dsocial science,1
modafinil,dengineering,3
modafinil,dmedicine,1
Dynamic coding,dsocial science,1
Upper space,dsocial science,1
Unipolar affective disorders,dengineering,1
Blood stream,dmedicine,1
Corticoreticular pathway,dengineering,1
BOLD effect,dmedicine,1
Drug repositioning,d-lifescience,1
Green exercise,dmedicine,1
Multiple systems,dsocial science,1
Hearing loss,dsocial science,1
Hearing loss,dengineering,2
Hearing loss,dmedicine,6
computer-based learning,dmedicine,1
physical functioning,dengineering,1
Complexity analysis,dsocial science,1
Laminar structure,dmedicine,1
Behavioural symptoms,dmedicine,1
Italian sample,dsocial science,1
Numerical stroop,dengineering,1
Sensorimotor plasticity,dsocial science,1
Sensorimotor plasticity,dengineering,1
Sensorimotor plasticity,d-lifescience,1
self-assessment,dsocial science,1
SCR,dsocial science,1
Frontal eye fields,dsocial science,1
Frontal eye fields,dmedicine,2
Complex partial seizures,dengineering,1
Complex partial seizures,dmedicine,1
Perceptual illusions,dmedicine,1
Media-mediated memory,d-lifescience,1
Physical Functioning,dmedicine,1
social engagement,dsocial science,1
Affective responsiveness,dsocial science,1
Approach avoidance,dengineering,1
Conditional Granger causality analysis,dmedicine,1
Vasospasm,dmedicine,1
Interaction design,dsocial science,2
Menopause age,dmedicine,1
learning styles,dmedicine,1
Visualisation,dengineering,2
Visualisation,d-lifescience,1
Real-world functioning,dmedicine,1
Cue integration,dmedicine,1
dmPFC,dmedicine,1
Onset time,dmedicine,1
spatial frequencies,dsocial science,1
Neural ensemble,dsocial science,1
Neural ensemble,dmedicine,1
Alpha-2 agonists,dengineering,1
Visuomotor resonance,dmedicine,1
pictorial depth,dengineering,1
Disordered background,dsocial science,1
Temporal lobe,dsocial science,6
Temporal lobe,dengineering,13
Temporal lobe,dmedicine,6
Temporal lobe,d-lifescience,1
Distributional analyses,dengineering,1
Open road,dengineering,1
Subjective effects,dmedicine,2
Subjective effects,d-lifescience,1
Paralympics Games,dmedicine,1
Type II error,dengineering,1
Stimulus localization,dsocial science,1
Outcome evaluation,dmedicine,1
Confirmatory factor analysis (CFA),dengineering,1
Macular pigment optical density,dsocial science,1
Macular pigment optical density,dmedicine,1
Autonomic disturbance,d-lifescience,1
Blood phobia,dmedicine,2
Exercise rehabilitation,dengineering,1
Social and occupational functioning,dsocial science,1
visual recognition memory,d-lifescience,1
Dynamic action,dsocial science,1
Local-global paradigm,dmedicine,1
Theta synchronization,dsocial science,1
usability,dengineering,2
Web-based testing,dsocial science,1
Integration,dengineering,2
Integration,dmedicine,7
Integration,d-lifescience,1
Male brain,dmedicine,1
Positron emission tomography,dsocial science,2
Positron emission tomography,dengineering,6
Positron emission tomography,dmedicine,5
Positron emission tomography,d-lifescience,1
lure effects,dsocial science,1
VPP,dengineering,2
VPP,dmedicine,1
*Learning,,1
Stimulant abuse,dsocial science,1
Memantine,dsocial science,5
Memantine,dengineering,3
Memantine,dmedicine,2
Mild Alzheimer disease,dmedicine,1
Cancer treatments,dengineering,1
Neurobehavioural Cognitive Status Exam (Cognistat),dengineering,1
posterior cingulate gyrus,dsocial science,1
representation,dsocial science,1
representation,dengineering,1
representation,dmedicine,1
representation,d-lifescience,1
Nucleolar hypertrophy,dmedicine,1
Braille reading,dmedicine,2
Opera music,dmedicine,1
Rules,dsocial science,1
Rules,dengineering,1
Rules,dmedicine,2
Rules,d-lifescience,1
Auditory event-related potential,dsocial science,1
Sensorimotor adaptation,dsocial science,1
Sensorimotor adaptation,dengineering,1
Sensorimotor adaptation,dmedicine,2
Motion coherence,dengineering,2
Motion coherence,dmedicine,1
brain development,dengineering,1
Infant,dsocial science,7
Infant,dengineering,7
Infant,dmedicine,12
Infant,d-lifescience,4
Infant,,1
Anti-pointing,dengineering,1
spider monkeys,dengineering,1
Mismatch negativity (MMN),dsocial science,1
Mismatch negativity (MMN),dengineering,2
regulation,dsocial science,2
regulation,dmedicine,1
Observational cohort study,dengineering,1
Choice reaction times,dsocial science,1
Actigraphy,dengineering,2
Actigraphy,dmedicine,1
Higher nervous activity,dmedicine,1
Sleep complaints,dengineering,1
Abilities in reading/comprehension,d-lifescience,1
Health evaluation,dmedicine,1
Memory consolidation,dsocial science,1
Memory consolidation,dengineering,1
Memory consolidation,dmedicine,1
Memory consolidation,d-lifescience,1
Functional disability,dengineering,2
Motorways,dengineering,1
Propensity for synchronization,dengineering,1
Evidence-based medicine,dmedicine,1
Attention levels,dsocial science,1
Battery,dsocial science,1
executive skills,dmedicine,1
UAHFEMF,dmedicine,1
Interprofessional,dengineering,1
Visual cue,dsocial science,1
Visual cue,dengineering,1
Post-operative cognitive dysfunction (POCD),dsocial science,1
Iron overload,dmedicine,1
Pre-attention,dmedicine,2
Paraphasias,d-lifescience,1
grape seed,dmedicine,1
Visuo-manual pointing,dengineering,1
Audio-visual device,dengineering,1
Concussion symptoms,dsocial science,1
PANAS,dengineering,1
PANAS,dmedicine,1
IMT,dmedicine,1
Tourette syndrome,dsocial science,1
Tourette syndrome,dengineering,2
Tourette syndrome,dmedicine,2
Parasites,dmedicine,2
Demonstration,dengineering,1
Self-concept,dengineering,1
Self-concept,d-lifescience,1
Aggression,dengineering,2
Aggression,dmedicine,5
Aggression,d-lifescience,1
Figure-ground segregation,dmedicine,2
Female conduct disorder,dmedicine,1
Neurotensine,dmedicine,1
Brain-computer interface (BCI),dsocial science,1
Brain-computer interface (BCI),dmedicine,1
External noise method,dmedicine,1
Action-specific representations,d-lifescience,1
Productive and inhibitory psychomotor responses,d-lifescience,1
Spondyloarthritis,dmedicine,1
Motor mirroring,dmedicine,1
Connection distance,dengineering,1
Cohort studies,dengineering,4
Cohort studies,dmedicine,4
Angiotensin IV,dsocial science,1
Ayurveda,dmedicine,1
Angiotensin II,d-lifescience,1
Chronic kidney failure,dmedicine,1
Predictor,dsocial science,1
Predictor,dengineering,1
Neuroimage,dengineering,1
Neuroimage,dmedicine,2
Non-demented,dengineering,1
differential diagnosis,dsocial science,1
Sensory functioning,dmedicine,2
High performance aircrafts pilots,dmedicine,1
Premature infant,dmedicine,1
Vulnerability marker,d-lifescience,1
Therapy skills,dengineering,1
Dysfunctional attitudes,dmedicine,1
Fluid reasoning,dsocial science,1
Fluid reasoning,dengineering,1
Fluid reasoning,dmedicine,1
Lemurs,dengineering,1
Pitch height,d-lifescience,1
Visual-spatial,dsocial science,1
Visual-spatial,dmedicine,3
Visual-spatial,d-lifescience,1
Mime,dsocial science,1
Language and action,dsocial science,1
External visual imagery,dmedicine,1
Hallucinogens,dmedicine,1
AVNRT,dsocial science,1
Low dose of alcohol,dmedicine,1
?2A-adrenoceptor,dsocial science,1
Shared intentionality,dmedicine,1
expectancy cost,dengineering,1
interruption masking,dmedicine,1
mutual information (MI),dmedicine,1
Vertical addition of DEM,dsocial science,1
Coding,dmedicine,1
Neuropsycological investigation,dmedicine,1
Anterior P2,dsocial science,1
Head angle,dmedicine,1
Cognitive brain,d-lifescience,1
Fmri,dengineering,3
Genomic imprinting,dmedicine,1
Trait-mediated effects,dengineering,1
Menu structure,dmedicine,1
Induced stress,dengineering,1
Sunscreen,dengineering,1
Dominance,dengineering,2
Traffic-related air pollution,dmedicine,1
Rate-adaptive pacing,dsocial science,1
Double cortex syndrome,dengineering,1
Adenosine receptor,dengineering,1
Core beliefs,dsocial science,1
person-related semantics,dengineering,1
Trichotillomania,dsocial science,1
Trichotillomania,dmedicine,1
Metaknowledge,dmedicine,1
Multiple-task environment,dengineering,1
evolutionary psychology,dmedicine,2
Design tools,dsocial science,1
cortisol,dmedicine,1
Behavioral performance,d-lifescience,1
Sense of community,dmedicine,1
pleasant emotions,dmedicine,1
Peptide YY,dsocial science,1
Fine motor programming,d-lifescience,1
Fmr1,dengineering,1
Embodiment theory,dmedicine,1
Tamoxifen,dsocial science,1
Tamoxifen,dengineering,2
Tamoxifen,dmedicine,2
Tamoxifen,d-lifescience,1
Body rotation,dengineering,1
Drug resistant,dengineering,1
Genetics,dsocial science,9
Genetics,dengineering,5
Genetics,dmedicine,11
perceptual priming,dsocial science,1
Object identification,dsocial science,3
Object identification,dengineering,2
Object identification,dmedicine,2
Object identification,d-lifescience,1
Decision,dsocial science,1
Decision,dengineering,2
Cross-modal adaptation,dmedicine,1
Adaptive control,d-lifescience,1
naturalistic study,dengineering,1
Passive Avoidance,dmedicine,1
Social robotics,dsocial science,2
Social robotics,dengineering,1
Head orientation,dsocial science,1
Head orientation,d-lifescience,1
Global/Local Processing,dmedicine,1
Neuropsycology,d-lifescience,1
Clinical narratives categorization,dengineering,1
Length perception,dengineering,1
Action choice,dengineering,1
WAGR syndrome,dengineering,1
BDNF polymorphism,dmedicine,1
Immediate memory,dsocial science,1
Therapeutic responsiveness,dmedicine,1
dual task,dengineering,1
dual task,dmedicine,1
dual task,d-lifescience,1
Mental outcome,dengineering,1
Associative models,dmedicine,1
climbing perch,dsocial science,1
Cognitive memory,dsocial science,1
Position coding,dmedicine,1
XXY,dengineering,1
"Cognitive function,,1
English tenses,dsocial science,1
Response Uncertainty,dsocial science,1
Information transmission,dmedicine,1
virtual environments,dmedicine,2
cognitive outcome,d-lifescience,1
Antiretroviral,dengineering,1
Religious sermons,d-lifescience,1
exteroception,dengineering,1
Semantic error,dmedicine,1
Left-hemisphere damage,dsocial science,1
experiential knowledge,dengineering,1
Eyeclosure,dmedicine,1
PRNP gene,dsocial science,1
Digital technologies,dmedicine,1
Broaden-and-build,dsocial science,1
Homeostasis,dengineering,2
Homeostasis,dmedicine,1
negative affect,dsocial science,1
negative affect,dmedicine,1
Phonological disorder,dsocial science,1
Automatic association,dengineering,1
Individual-differences,dmedicine,1
Medical education,dmedicine,2
community-dwelling older people,dengineering,1
low-vision rehabilitation,dmedicine,1
Mentalizing,dsocial science,7
Mentalizing,dengineering,8
Mentalizing,dmedicine,5
Mentalizing,d-lifescience,1
Visuomotor priming,dmedicine,3
Visuomotor priming,d-lifescience,1
Task performance,dmedicine,1
EEG/fMRI,dengineering,1
Cognitive defusion,dmedicine,1
Deficit syndrome,dsocial science,1
Deficit syndrome,dengineering,1
Deficit syndrome,dmedicine,1
Innovativeness,dmedicine,1
Metacognitive Assessment Scale,dmedicine,1
Erythropoietin,dsocial science,1
Erythropoietin,dengineering,1
Erythropoietin,dmedicine,1
SLC6A3/DAT1,dmedicine,1
Enhancement,dmedicine,1
Enhancement,d-lifescience,1
Classification of disabilities,dsocial science,1
Attention deficit hyperactivity disorder (ADHD),dsocial science,1
Attention deficit hyperactivity disorder (ADHD),dengineering,2
Attention deficit hyperactivity disorder (ADHD),d-lifescience,1
Xhosa,dsocial science,1
Picture-object recognition,dsocial science,1
Picture-object recognition,dengineering,1
?-synuclein,dsocial science,1
?-synuclein,dengineering,1
Absorption,dmedicine,1
Clinical tests,d-lifescience,1
Hyperoxic air,dsocial science,1
Dot Test,dmedicine,1
Animal communication network,dengineering,1
Sound localization,dengineering,1
mood,dsocial science,4
mood,dengineering,5
mood,dmedicine,4
mood,d-lifescience,1
Conceptual brain systems,dmedicine,1
Physiological responding,dmedicine,1
Conditioned emotional response,dengineering,1
metabolomics,dengineering,1
Redundant signals effect (RSE),dsocial science,1
Altruism,dsocial science,2
Generic quality of life,,1
methamphetamine,dengineering,1
methamphetamine,dmedicine,1
Shopping center,dsocial science,1
Statistical probability.,dsocial science,1
Pyramidal cell,dengineering,1
Object array,dengineering,1
Silent picture-naming task,dmedicine,1
Spatial decisions,dengineering,1
X-rays images,dmedicine,1
Cephalopods,dsocial science,1
Trail making,dsocial science,1
Trail making,dengineering,1
Trail making,dmedicine,1
Electroconvulsive therapy,dsocial science,2
Electroconvulsive therapy,dengineering,3
Electroconvulsive therapy,dmedicine,3
Glutamatergic neurotransmission system,dsocial science,1
Semantic vs. pragmatic processing,dmedicine,2
information processing speed,dsocial science,1
long-term potentiation (LTP),dmedicine,1
Cumulative,dengineering,1
Alcohol problems,dmedicine,1
COGNITIVE AGING,dsocial science,1
22q11.2 deletion,dsocial science,1
goal maintenance,dengineering,1
goal maintenance,dmedicine,1
Smart power wheelchair,dengineering,1
3D perception,dsocial science,1
Fuzzy trace theory,dmedicine,1
Single-suture craniosynostosis,dengineering,1
brain circuitry,d-lifescience,1
Visuospatial sketch pad,dmedicine,1
Norms,dengineering,3
Norms,dmedicine,1
Norms,d-lifescience,2
Healthy individuals,dmedicine,1
Sensory-motor model of semantic knowledge,dmedicine,1
Nonconceptual content,dmedicine,3
Holoprosencephaly,dmedicine,1
Doctored images,dsocial science,1
Cognitive theory of depression,dmedicine,1
Psychotic disorder,dsocial science,1
DNS traffic,dengineering,1
Impaired cognitive performance in Parkinson's disease,dengineering,1
Quantitative,dengineering,1
Quantitative,dmedicine,1
Cortical adaptability,dengineering,1
Hemisphere specialization,dmedicine,1
Visual capacity,dmedicine,1
Bottom-up approach,dmedicine,1
Near-IR spectroscopy,dmedicine,1
Proteomics,dmedicine,2
Wavefront aberration,dmedicine,1
Jigsaw puzzle,dsocial science,1
Intracerebral recordings,dengineering,1
Non-epileptic seizures,dsocial science,1
Coordination,dsocial science,2
Coordination,dengineering,2
Coordination,dmedicine,2
Coordination,d-lifescience,1
Protein kinases,dmedicine,1
Adolescent,dsocial science,5
Adolescent,dengineering,6
Adolescent,dmedicine,7
Adolescent,d-lifescience,3
Task-induced deactivation,dsocial science,1
Task-induced deactivation,dengineering,1
Task-induced deactivation,d-lifescience,1
Recovery from blindness,dmedicine,1
Cirrhosis,dsocial science,1
Cirrhosis,dengineering,2
Cirrhosis,dmedicine,2
Human-animal relations,dengineering,1
Metamemory,dsocial science,1
Metamemory,dengineering,3
Metamemory,dmedicine,3
Psychotic-like experiences,dmedicine,1
Binding in cognition,dmedicine,2
Visualization taxonomy,dmedicine,1
PFC,dengineering,4
PFC,dmedicine,2
Birthweight,dsocial science,1
Perspective transformation,d-lifescience,1
Dendritic growth,dmedicine,1
Lego manipulative task,dengineering,1
Chromosomal substitution,dengineering,1
Information-seeking behavior,dmedicine,1
Optic apraxia,dengineering,1
DXA,dsocial science,1
Theta activity,dmedicine,1
P300 Dementia,dengineering,1
Mirror-gazing,dmedicine,1
Task control,dsocial science,1
Print knowledge,dengineering,1
Heterozygous reeler,dsocial science,1
Serum uric acid,dmedicine,1
Trial Making Test,dengineering,1
Involuntary,dmedicine,1
Neuropsychiatric disorder,dengineering,1
Time-course of negative priming,dmedicine,1
Subjective reports,dengineering,1
Memory-enhancement,dsocial science,1
Visual cortical maps,dmedicine,1
child molesters,dmedicine,1
resting state,dengineering,1
resting state,d-lifescience,1
Conformal radiotherapy,dsocial science,1
Primitive neuro-ectodermal tumour,dmedicine,1
Egocentric/allocentric frames of reference,dmedicine,1
Visuomotor skills,dengineering,1
Patterned-string task,dsocial science,1
nosology,dengineering,1
Spike index,dmedicine,1
Rest,dsocial science,1
Kind concepts,dmedicine,1
BDS-II,dmedicine,1
Neurophysiological model,d-lifescience,1
CVST,dsocial science,1
Warning signals,dsocial science,1
Dual-Process Model,dmedicine,1
Computerized cognitive training,dsocial science,1
Thinking aloud,dmedicine,1
Evolution of reaching,dmedicine,1
Word form,dmedicine,1
emotional faces,dmedicine,1
Information and Communication",,1
Minipig,dengineering,1
retinal vasculature,dsocial science,1
Avoidance behavior,d-lifescience,1
Postoperative assessment,dsocial science,1
Emotional interference,dengineering,1
First-episode psychosis,dengineering,1
First-episode psychosis,dmedicine,3
Asperger's syndrome,dsocial science,2
Asperger's syndrome,dengineering,2
Asperger's syndrome,dmedicine,4
Asperger's syndrome,d-lifescience,1
Treatment adherence,d-lifescience,1
Interferon alpha,dmedicine,1
Error scores,dmedicine,1
Sleep-related hormone,dmedicine,2
Hilbert transform,dmedicine,1
Calorie,dmedicine,1
Metacontrast,dmedicine,1
Malrotation,dmedicine,1
V1 visual cortex,dengineering,1
anorexia nervosa,dengineering,2
anorexia nervosa,dmedicine,2
Eye movement,dsocial science,6
Eye movement,dengineering,8
Eye movement,dmedicine,13
Eye movement,d-lifescience,3
Sociosexuality,dengineering,1
Theory of mind",d-lifescience,1
Expertise in raised line drawings,dengineering,1
Expertise in raised line drawings,dmedicine,1
Process dissociation procedure,dsocial science,1
Stimulus properties,dengineering,1
Join attention,dmedicine,1
Functional asymmetry,dmedicine,1
Situated and social learning,dmedicine,1
Visual need,dmedicine,1
Anosognosia,dsocial science,2
Anosognosia,dmedicine,3
EEG analysis,dengineering,1
Morocco,d-lifescience,1
Map Reading,dengineering,1
P-splines,dengineering,1
Closed loop stimulation,dsocial science,1
Psycholinguistics,dengineering,1
Psycholinguistics,dmedicine,3
Psycholinguistics,d-lifescience,1
Word problem solving,dengineering,1
Word problem solving,dmedicine,1
Temporal multisensory binding,dmedicine,1
medial frontal region,d-lifescience,1
Computer-assisted learning,dmedicine,1
body-specificity hypothesis,d-lifescience,1
Healthy adults,dengineering,1
Healthy adults,dmedicine,2
Sensitive-motor cortex,dsocial science,1
Thompson,dengineering,1
HEP (heartbeat evoked potential),dengineering,1
Endogenous,dsocial science,1
Endogenous,dengineering,1
risk judgments,dengineering,1
phosphoglucomutase 3,dengineering,1
Medial superior frontal cortex,dsocial science,1
Gaussian mixture modelling,dsocial science,1
geometric module,dsocial science,1
geometric module,dmedicine,1
Adverse events,dmedicine,2
Shadow,dengineering,1
Multiple Sclerosis,dmedicine,1
Multiple Sclerosis,d-lifescience,1
Insect learning,dsocial science,1
Digit ratios,dengineering,2
chunking,dengineering,1
Bayesian hypothesis testing,dmedicine,1
Self-experience,dengineering,1
Attentional guidance,dengineering,2
Oral infections,dmedicine,1
neuro-ophthalmologic manifestations,dengineering,1
reasoning biases,dsocial science,1
reasoning biases,dengineering,1
Wiki,d-lifescience,1
Cognitive event-related brain potentials,dmedicine,1
image modeling,dmedicine,1
Neuro-imagerie,dengineering,1
Dual-task paradigm,,1
Dual-task paradigm,dmedicine,2
Hand movements,dmedicine,1
Cerebral aneurysm,dsocial science,2
Automatic processing,dsocial science,1
Automatic processing,dmedicine,1
Nonconvulsive status epilepticus (NCSE),dmedicine,1
Bistable stimuli,dengineering,1
Working memory subsystems,dmedicine,1
Relational,dsocial science,1
Relational,dengineering,2
Relational,dmedicine,1
Visual attention cues,dsocial science,1
Visual-spatial processing,dsocial science,1
Visual-spatial processing,dengineering,2
Visual-spatial processing,dmedicine,1
Cognition disorders/epidemiology,d-lifescience,1
Neuropsychiatric illness,dmedicine,1
Adult onset schizophrenia,dmedicine,1
Repetition trial,dmedicine,1
soccer,dengineering,1
polypharmacy,d-lifescience,1
choice tasks,dmedicine,1
whiplash injuries,d-lifescience,1
Cultural transmission,dmedicine,1
Solvent neurotoxicity,dengineering,1
Delayed-non-matching-to-sample task,dmedicine,1
Cohesion,d-lifescience,1
Neuroleptics,dmedicine,1
Math development,dsocial science,1
Noradrenergic,dmedicine,1
Urban forest,dsocial science,1
multidisciplinary communication,dengineering,1
Granger causality,dengineering,3
Granger causality,dmedicine,1
Granger causality,d-lifescience,1
Amyloid-beta deposition,dsocial science,1
Diffuse cerebral and cerebellar atrophy,dengineering,1
Thrombolysis,dmedicine,1
Thrombolysis,d-lifescience,1
Social interaction anxiety,dengineering,1
Cognition and touch,dengineering,1
Syntax (P600),dengineering,1
Neurocognitive outcome,dsocial science,1
Trail Making,dmedicine,1
Child neuropsychology,dsocial science,3
stimulus size,dsocial science,1
Multiple sclerosis,dsocial science,16
Multiple sclerosis,dengineering,31
Multiple sclerosis,dmedicine,45
Multiple sclerosis,d-lifescience,12
ABCdmedicine,dmedicine,1
alcohol,dsocial science,4
alcohol,dengineering,1
alcohol,dmedicine,1
white matter disease,dengineering,3
white matter disease,dmedicine,1
paraneoplastic syndromes,dmedicine,1
Simulated environment,d-lifescience,1
Procedural disorder,dengineering,1
Saccade latency,dmedicine,2
